canonical_name,display_name,type,module,source_found_in,source_path,status,owner_source_of_truth,beta_mvp_required,current_or_proposed,duplicate_risk,conflict_risk,notes
sa360_channel_mode,Channel Mode,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,no,medium,"Folder: SA360 - Channel Orchestration; type: Dropdown single; M2/M3 routing channel."
sa360_channel_selected_at,Channel Selected At,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,low,"Folder: SA360 - Channel Orchestration; type: Date picker; channel selection audit."
sa360_channel_number,Channel Number,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360 - Channel Orchestration; type: Single line; may overlap agent blue/green numbers and voice provider number."
sa360_channel_locked,Channel Locked,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,medium,"Folder: SA360 - Channel Orchestration; type: Dropdown single; channel orchestration lock."
sa360_agent_round_robin_weight,Agent Round Robin Weight,field,Admin,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,medium,"Folder: SA360 - Agent Config; type: Single line; agent routing config."
sa360_agent_primary_outbound_number,Agent Primary Outbound Number,field,Voice,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360 - Agent Config; type: Single line; may overlap agent blue/green/voice numbers."
sa360_agent_sendblue_health_status,Agent SendBlue Health Status,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,medium,"Folder: SA360 - Agent Config; type: Dropdown single; channel provider health."
sa360_agent_voice_provider,Agent Voice Provider,field,Voice,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360 - Agent Config; type: Dropdown single; overlaps voice_provider_selected/client voice provider."
sa360_agent_accepts_new_leads,Agent Accepts New Leads,field,Admin,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,medium,"Folder: SA360 - Agent Config; type: Dropdown single; assignment gate."
sa360_agent_green_enabled,Agent Green Enabled,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360 - Agent Config; type: Dropdown single; channel enablement."
sa360_agent_blue_enabled,Agent Blue Enabled,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360 - Agent Config; type: Dropdown single; channel enablement."
sa360_agent_green_number,Agent Green Number,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360 - Agent Config; type: Single line; phone number value should not be logged."
sa360_agent_blue_number,Agent Blue Number,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360 - Agent Config; type: Single line; phone number value should not be logged."
sa360_client_text_end_hour,Client Text End Hour,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,medium,"Folder: SA360 - Client Config; type: Single line; timing gate config."
sa360_client_text_start_hour,Client Text Start Hour,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,medium,"Folder: SA360 - Client Config; type: Single line; timing gate config."
sa360_client_sendblue_window_day,Client SendBlue Window Day,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,medium,"Folder: SA360 - Client Config; type: Single line; channel send window config."
sa360_client_preferred_contact_window,Client Preferred Contact Window,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,medium,"Folder: SA360 - Client Config; type: Dropdown single; timing/contact policy."
sa360_client_fallback_channel,Client Fallback Channel,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360 - Client Config; type: Dropdown single; overlaps channel fallback workflow state."
sa360_client_default_lead_channel,Client Default Lead Channel,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360 - Client Config; type: Dropdown single; overlaps origin/default channel."
sa360_client_ai_provider,Client AI Provider,field,Voice,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360 - Client Config; type: Dropdown single; overlaps ai_provider_selected."
sa360_client_requires_same_number_continuity,Client Requires Same Number Continuity,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360 - Client Config; type: Dropdown single; overlaps same_number_required."
sa360_client_ghl_ai_enabled,Client GHL AI Enabled,field,Voice,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360 - Client Config; type: Dropdown single; Figma/mock ghlAi flag now exists in GHL."
sa360_client_closebot_enabled,Client CloseBot Enabled,field,Voice,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: SA360 - Client Config; type: Dropdown single; GHL field exists while repo has no CLOSEBOT runtime flag."
sa360_client_voice_enabled,Client Voice Enabled,field,Voice,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,medium,"Folder: SA360 - Client Config; type: Dropdown single; GHL field exists while repo has SYNTHFLOW_* env gates."
sa360_client_green_enabled,Client Green Enabled,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,medium,"Folder: SA360 - Client Config; type: Dropdown single; GHL field exists for GREEN flag."
sa360_client_blue_enabled,Client Blue Enabled,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,medium,"Folder: SA360 - Client Config; type: Dropdown single; GHL field exists for BLUE flag."
sa360_client_sendblue_max_no_reply_attempts,Client SendBlue Max No Reply Attempts,field,M2,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,no,medium,"Folder: SA360 - Client Config; type: Single line; M2E fallback/cadence config."
Lead Status,Lead Status,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,yes,"Folder: Additional Info; type: Single line; likely duplicate/native-vs-SA360 conflict with sa360_lead_status."
Queue State,Queue State,field,Admin,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,yes,"Folder: Additional Info; type: Single line; overlaps routing_status/review queue state."
Disposition Outcome,Disposition Outcome,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,yes,"Folder: Additional Info; type: Single line; overlaps agent_disposition/outcome fields."
Timezone,Timezone,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: General Info; type: Standard field; native GHL timezone."
Contact type,Contact Type,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: Contact; type: Standard field; native GHL contact classification."
Date Created,Date Created,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: General Info; type: Date picker; native GHL created date."
Lead Source,Lead Source,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: General Info; type: Checkbox; native/source field overlaps attribution."
Street address,Street Address,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,no,current,no,low,"Folder: General Info; type: Standard field; native contact address."
Lead Type,Lead Type,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,yes,"Folder: Contact; type: Dropdown single; native field conflicts/needs mapping with sa360_lead_type."
Business name,Business Name,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,no,current,no,low,"Folder: General Info; type: Standard field."
First name,First Name,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,low,"Folder: Contact; type: Standard field; maps to first_name."
Last name,Last Name,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,low,"Folder: Contact; type: Standard field; maps to last_name."
State,State,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,medium,"Folder: General Info; type: Standard field; maps to contact.state, conflicts with sa360_state_normalized if both canonical."
Age,Age,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,no,current,yes,medium,"Folder: Contact; type: Single line; derives from date_of_birth."
Date of birth,Date Of Birth,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,medium,"Folder: Contact; type: Standard field; maps to date_of_birth; PII."
Contact source,Contact Source,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,yes,"Folder: Contact; type: Standard field; conflicts/needs mapping with sa360_source_platform/source_type/first_touch_source."
Email,Email,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,yes,current,yes,low,"Folder: Contact; type: Standard field; maps to email."
Website,Website,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,no,current,no,low,"Folder: General Info; type: Standard field."
Postal code,Postal Code,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,maybe,current,yes,low,"Folder: General Info; type: Standard field; maps to zip."
vot - applied for other insurance,VOT Applied For Other Insurance,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,no,current,no,low,"Folder: Webform Data; type: Single line; raw niche-specific form answer."
Trucker - Applied for other insurance,Trucker Applied For Other Insurance,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,no,current,no,low,"Folder: Webform Data; type: Single line; raw niche-specific form answer."
MTG - Marital Status,MTG Marital Status,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,no,current,no,low,"Folder: Webform Data; type: Single line; raw niche-specific form answer."
MTG - Years Remaining,MTG Years Remaining,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,no,current,no,low,"Folder: Webform Data; type: Single line; raw niche-specific form answer."
MTG - Primary Concern,MTG Primary Concern,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,no,current,no,low,"Folder: Webform Data; type: Single line; raw niche-specific form answer."
MTG - Gender,MTG Gender,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,no,current,no,low,"Folder: Webform Data; type: Single line; raw niche-specific form answer."
FEX - Marital Status,FEX Marital Status,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,no,current,no,low,"Folder: Webform Data; type: Single line; raw niche-specific form answer."
Trucker - Marital Status,Trucker Marital Status,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,no,current,no,low,"Folder: Webform Data; type: Single line; raw niche-specific form answer."
Nurse - Marital Status,Nurse Marital Status,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,no,current,no,low,"Folder: Webform Data; type: Single line; raw niche-specific form answer."
Nurse - Type of Insurance,Nurse Type Of Insurance,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,no,current,no,low,"Folder: Webform Data; type: Single line; raw niche-specific form answer."
Nurse - Gender,Nurse Gender,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,no,current,no,low,"Folder: Webform Data; type: Single line; raw niche-specific form answer."
FEX - Primary Concern,FEX Primary Concern,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,no,current,no,low,"Folder: Webform Data; type: Single line; raw niche-specific form answer."
FEX - Comfortability,FEX Comfortability,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,no,current,no,low,"Folder: Webform Data; type: Single line; raw niche-specific form answer."
FEX - Gender,FEX Gender,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,no,current,no,low,"Folder: Webform Data; type: Single line; raw niche-specific form answer."
Trucker - Desired Coverage,Trucker Desired Coverage,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,no,current,no,low,"Folder: Webform Data; type: Single line; raw niche-specific form answer."
Health - Time Needed,Health Time Needed,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,no,current,no,low,"Folder: Webform Data; type: Single line; raw niche-specific form answer."
Health - Income,Health Income,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,no,current,no,low,"Folder: Webform Data; type: Single line; raw niche-specific form answer."
Nurse - Line of Work,Nurse Line Of Work,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,no,current,no,low,"Folder: Webform Data; type: Single line; raw niche-specific form answer."
Trucker Drive Length,Trucker Drive Length,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,no,current,no,low,"Folder: Webform Data; type: Single line; raw niche-specific form answer."
Nurse - Need Insurance,Nurse Need Insurance,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,no,current,no,low,"Folder: Webform Data; type: Single line; raw niche-specific form answer."
vet - gender,Vet Gender,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,no,current,no,low,"Folder: Webform Data; type: Single line; raw niche-specific form answer."
vet - military status,Vet Military Status,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,no,current,no,low,"Folder: Webform Data; type: Single line; raw niche-specific form answer."
vet - marital status,Vet Marital Status,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,no,current,no,low,"Folder: Webform Data; type: Single line; raw niche-specific form answer."
vet - desired coverage,Vet Desired Coverage,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,no,current,no,low,"Folder: Webform Data; type: Single line; raw niche-specific form answer."
vet - branch of service,Vet Branch Of Service,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,no,current,no,low,"Folder: Webform Data; type: Single line; raw niche-specific form answer."
Vet - Primary Reason,Vet Primary Reason,field,GHL,ghl_screenshot_inventory_2026_05_08,GHL screenshots,existing,GHL,no,current,no,low,"Folder: Webform Data; type: Single line; raw niche-specific form answer."
